Numero;Utenza;Fattura;Data;Valore (m³)
12719483;62635602;FT-2022-69037;21/09/2022;1761
12730676;79001842;FT-2022-12344;25/09/2022;1621
12735731;22128981;FT-2021-30468;22/03/2021;2066
12744616;30938373;;20/09/2024;1871
12755737;39676291;FT-2024-21454;18/07/2024;659
12759538;24753369;FT-2024-61764;25/11/2024;4563
12760020;51962342;FT-2021-39436;22/12/2021;2325
12768986;12501554;FT-2023-74446;31/08/2023;1483
12772953;94895543;FT-2022-89808;04/05/2022;762
12773562;76337561;;13/09/2025;1376
12775045;47339701;FT-2020-81222;18/06/2020;4714
12779511;97272993;;06/12/2022;3481
12780265;82562926;FT-2022-08962;10/12/2022;3674
12784909;81740034;FT-2024-37369;08/10/2024;2799
12794757;81360549;FT-2023-85530;22/11/2023;3450
12795920;12504290;FT-2022-86752;07/04/2022;5243
12796189;18386379;FT-2024-56252;07/01/2024;2925
12811790;34479297;FT-2024-06281;11/05/2024;4517
12812968;85240033;FT-2022-41075;28/10/2022;4651
12813565;13883331;FT-2024-86164;26/03/2024;5224
12815660;61381865;FT-2024-93674;02/03/2024;4876
12816759;25020450;FT-2022-78483;25/02/2022;717
12832341;13042322;;28/12/2024;1062
12844052;13401535;FT-2022-21502;28/12/2022;5169
12851045;17251786;FT-2022-09605;16/07/2022;4309
12855829;67967246;FT-2021-65014;13/02/2021;4812
12858207;48987751;FT-2023-22742;28/07/2023;2358
12864341;82386410;FT-2020-91933;07/08/2020;3060
12867973;66932596;;30/10/2021;826
12882468;86365564;FT-2025-43507;27/01/2025;2687
12886164;82324644;FT-2025-77355;04/05/2025;1105
12891276;53495412;FT-2021-53419;01/07/2021;4547
12893490;69401399;FT-2020-06767;23/04/2020;1801
12900073;93952525;FT-2022-04198;24/12/2022;4553
12901038;92898122;;13/08/2023;1800
12915042;24586850;FT-2021-20179;27/04/2021;4493
12918631;18220781;FT-2020-73025;24/11/2020;2891
12927332;58463122;FT-2023-61991;17/05/2023;2813
12941286;73271353;FT-2026-17158;22/03/2026;4476
12956343;22918285;;17/05/2021;2445
12960013;17970509;FT-2025-48989;01/03/2025;4589
12968710;23152854;FT-2025-21982;14/06/2025;2861
12973869;84192676;FT-2024-27262;28/03/2024;4268
12975586;81265728;FT-2022-36802;08/11/2022;3518
12976517;42945625;FT-2024-84556;13/04/2024;4438
12986875;79994494;FT-2024-79829;18/07/2024;4605
12992734;80169342;FT-2022-78811;17/04/2022;1600
12994055;83663256;FT-2025-14104;08/07/2025;4604
13000896;12362192;FT-2020-34651;25/10/2020;1667
13006131;57124760;FT-2021-49742;10/05/2021;2912
13007207;19679042;FT-2022-12552;26/11/2022;5353
13012779;53476088;FT-2022-34537;26/03/2022;1455
13014151;55557663;FT-2022-41967;14/11/2022;2665
13015171;70595516;FT-2021-48076;11/09/2021;2525
13025778;75046070;FT-2020-80048;12/08/2020;3801
13031970;28708941;FT-2021-74048;04/10/2021;2890
13034465;86546141;;05/05/2022;3234
13036227;71655650;FT-2022-38484;11/10/2022;708
13039456;79215100;;06/04/2022;4708
13044764;60629179;FT-2023-54587;30/05/2023;6289
13053133;87185360;FT-2022-37261;14/04/2022;2734
13060728;61295551;FT-2020-63620;05/04/2020;380
13066877;46621953;;13/08/2024;3713
13084567;57213074;FT-2023-24248;22/04/2023;1250
13092248;77005994;FT-2024-99446;18/09/2024;4009
13098135;49039092;FT-2021-69175;08/02/2021;3977
13098884;45228705;FT-2025-53513;27/01/2025;1455
13099762;11825624;FT-2025-09919;11/04/2025;3141
13099989;99899217;;18/10/2022;1473
13108417;49190566;FT-2024-70060;18/03/2024;2222
13108650;32309586;FT-2022-48330;13/09/2022;2170
13121493;12170754;FT-2025-36952;24/11/2025;2886
13122064;12669141;FT-2023-23417;17/11/2023;712
13124827;90207520;FT-2024-07570;24/03/2024;3486
13126847;83502080;FT-2023-66184;30/05/2023;3189
13130392;20044364;FT-2023-62857;30/06/2023;3633
13140064;90550774;FT-2021-52124;11/12/2021;4263
13140117;64069143;FT-2025-60693;18/10/2025;4288
13147133;90185694;;05/10/2023;1205
13150369;94401348;FT-2021-68281;24/09/2021;432
13155908;32294643;FT-2021-52931;31/07/2021;902
13159348;96195761;FT-2022-97961;26/08/2022;1182
13163560;71531766;FT-2021-46473;15/04/2021;4853
13171790;15045050;FT-2022-67925;03/04/2022;2904
13178538;11101561;;01/05/2025;1484
13183123;38866911;FT-2021-35725;19/06/2021;3843
13186733;52067080;FT-2024-48689;05/04/2024;4670
13187685;28104502;FT-2024-46546;04/03/2024;3534
13189313;97256862;FT-2022-46686;29/01/2022;5330
13197945;18589944;FT-2021-77795;18/11/2021;4497
13199958;59030438;FT-2021-99075;17/06/2021;4291
13204697;86880294;FT-2022-43133;09/01/2022;5420
13213639;33480041;;14/04/2025;4068
13213716;11990502;FT-2023-66508;09/08/2023;203
13222601;31202169;FT-2025-45432;30/08/2025;3184
13228410;48876766;FT-2020-11467;28/05/2020;4903
13231898;97921046;FT-2024-03195;27/09/2024;4256
13238055;59660251;FT-2023-03562;10/10/2023;1886
13238307;43675947;FT-2022-90023;12/05/2022;2450
13244906;24374830;FT-2022-10724;22/12/2022;3328
13248770;44673919;FT-2021-06598;23/05/2021;4853
13257719;60145561;FT-2025-02321;05/01/2025;814
13257871;84595282;FT-2025-58993;24/08/2025;1743
13261318;94257991;FT-2023-41506;27/01/2023;1620
13270442;78931350;FT-2022-78574;15/11/2022;3875
13270531;47191275;FT-2023-47688;22/05/2023;1844
13276566;33257273;FT-2024-77016;10/07/2024;1572
13278642;80289666;;19/04/2021;697
13281125;67421884;FT-2022-90328;22/03/2022;762
13286272;43273997;;05/02/2023;1015
13287609;12560041;FT-2022-96370;04/06/2022;701
13297603;94984362;FT-2023-67659;26/08/2023;4508
13301999;59383184;FT-2022-19596;28/01/2022;1155
13302059;84754737;FT-2025-25249;29/08/2025;2995
13304746;31444155;FT-2024-08430;06/11/2024;1990
13311449;32239548;FT-2021-68155;26/04/2021;5127
13320293;77379487;FT-2022-54486;15/09/2022;1372
13321007;90503455;FT-2023-92384;22/05/2023;2164
13321731;55195778;FT-2021-32989;25/12/2021;4742
13325782;92933528;FT-2025-76688;16/04/2025;3835
13326618;48876766;FT-2020-73037;27/09/2020;5013
13331754;86176404;FT-2021-59067;19/06/2021;2056
13336861;48251172;FT-2022-65304;27/11/2022;3811
13345709;32901476;FT-2025-78339;22/07/2025;4273
13346369;17869576;FT-2021-43498;04/08/2021;2717
13350060;49579551;FT-2022-17510;13/10/2022;3885
13359063;17869285;;25/01/2025;2575
13363781;13214303;FT-2022-48592;02/02/2022;1416
13375439;85826762;FT-2024-27890;01/04/2024;2173
13375562;57651186;FT-2022-81043;14/03/2022;5067
13378519;62635602;FT-2024-38073;15/01/2024;2831
13378712;97047966;FT-2024-30506;20/12/2024;3021
13380349;31983691;FT-2024-32121;08/08/2024;5078
13380539;83792749;FT-2022-44741;09/02/2022;3791
13384165;40835728;FT-2020-90055;13/10/2020;4186
13386078;99400946;FT-2023-02255;07/11/2023;5024
13391065;15754370;FT-2021-68473;04/07/2021;1871
13392206;61856905;FT-2021-98815;11/04/2021;1446
13394717;29189875;FT-2024-96580;01/04/2024;2785
13398596;88982604;FT-2021-02552;11/08/2021;3198
13399266;85518870;FT-2022-02313;03/06/2022;2325
13399863;31018188;FT-2024-28058;11/12/2024;967
13402335;20883982;;22/11/2022;1708
13409796;90470789;FT-2023-46054;02/05/2023;4236
13409902;83449305;FT-2023-56554;14/10/2023;785
13412025;53490211;FT-2024-98760;23/01/2024;681
13416138;14393516;FT-2020-34025;09/06/2020;4536
13419981;13214303;FT-2022-21651;04/05/2022;1431
13427424;20907444;FT-2025-70889;01/05/2025;3579
13428064;66286078;FT-2021-71247;22/10/2021;3722
13434715;76821719;FT-2024-88692;17/05/2024;2004
13434885;86871413;FT-2023-38120;12/03/2023;1214
13445378;31690392;FT-2022-61795;26/05/2022;3436
13447671;72207223;FT-2024-16284;28/06/2024;3520
13461368;56376604;FT-2024-89634;01/05/2024;3124
13470886;77309532;FT-2024-06712;27/09/2024;4044
13476095;71539669;FT-2024-30424;25/01/2024;2250
13480238;82845401;FT-2025-54060;17/10/2025;4746
13486099;14328986;FT-2022-53078;03/04/2022;2842
13489610;25709085;FT-2021-17431;08/04/2021;1450
13491813;30623145;FT-2025-78958;04/02/2025;2879
13499089;48029903;FT-2024-77818;29/04/2024;649
13504084;33684855;FT-2025-86152;23/04/2025;3614
13504493;77705467;;09/05/2022;2651
13513469;63428364;;17/08/2023;467
13514683;26679984;FT-2022-61693;11/02/2022;2388
13514907;72365046;FT-2021-09159;02/10/2021;1714
13514915;78133722;;19/06/2025;918
13518312;61531952;;19/09/2021;683
13522485;27590017;FT-2020-67262;21/11/2020;3852
13534351;95445877;FT-2021-68974;04/07/2021;3839
13542279;59602667;FT-2025-16062;16/04/2025;3311
13555653;55759599;FT-2024-64937;08/09/2024;1376
13558128;20696374;FT-2021-71510;17/12/2021;4900
13558442;49416674;FT-2021-76581;24/02/2021;2065
13559903;77500942;FT-2022-58026;10/04/2022;865
13561449;90100623;FT-2021-87143;19/06/2021;3320
13565741;31651192;FT-2022-49305;01/02/2022;3350
13566480;18942340;;12/09/2022;961
13568247;85438027;FT-2023-45952;11/09/2023;4151
13584542;61403696;FT-2024-96284;03/02/2024;1035
13584934;38866911;FT-2022-69371;26/07/2022;4101
13586691;23599660;FT-2024-64854;27/04/2024;4655
13590748;81893953;FT-2021-66986;23/09/2021;1213
13605426;44814098;;17/02/2023;1951
13608134;74006069;FT-2026-25958;21/01/2026;1042
13623455;66491579;FT-2023-79485;25/12/2023;338
13636033;21123590;FT-2023-77516;02/11/2023;949
13638495;80289517;;16/09/2022;5892
13638898;41905376;FT-2023-16199;01/09/2023;3148
13656324;69250169;FT-2021-87955;27/06/2021;3376
13659274;87205171;FT-2020-25446;12/11/2020;3822
13661076;55430796;FT-2022-76957;26/07/2022;633
13662545;71298897;FT-2023-45252;13/04/2023;1928
13673522;86189898;FT-2025-54525;02/11/2025;2412
13675908;19788208;FT-2021-48739;01/02/2021;3324
13686344;92070669;FT-2021-15961;04/08/2021;3023
13690477;58360943;FT-2025-22816;20/11/2025;986
13692641;97947055;FT-2022-75845;06/10/2022;942
13695033;59660251;FT-2023-17775;05/07/2023;1642
13699947;28559407;FT-2022-10988;14/05/2022;3188
13700883;28652057;;22/11/2023;4390
13702558;86871413;FT-2023-27804;10/04/2023;1122
13703837;12201754;FT-2024-70725;11/03/2024;1538
13710127;42441233;FT-2025-98891;25/01/2025;1542
13724459;93908470;FT-2021-43481;06/08/2021;2721
13725761;67421884;FT-2022-80052;14/05/2022;753
13731423;74742312;;02/10/2022;5076
13731709;54701732;FT-2020-23207;09/10/2020;1611
13736882;89899488;FT-2024-51066;08/03/2024;4610
13737067;90115576;FT-2023-95043;13/09/2023;4940
13747900;90937616;;20/09/2023;4392
13755173;52193793;FT-2022-92253;05/09/2022;2413
13759690;11707812;FT-2023-97251;27/09/2023;3236
13765526;93172788;FT-2024-14719;16/04/2024;512
13768278;24530385;FT-2024-63624;02/06/2024;2532
13775510;54606069;FT-2024-77571;23/02/2024;1243
13794090;97220373;FT-2022-74812;28/12/2022;1482
13796876;22538078;FT-2022-11854;31/10/2022;1969
13800439;58144000;FT-2023-39287;02/02/2023;2784
13807147;10926288;FT-2024-80214;09/08/2024;3804
13818935;13850360;FT-2023-25858;04/11/2023;4549
13825777;90937616;FT-2023-69886;29/10/2023;4459
13826833;15324216;FT-2023-83295;09/05/2023;4445
13832324;50163295;FT-2025-36368;02/08/2025;4398
13832600;34470498;FT-2025-60832;05/03/2025;3469
13844945;36684803;FT-2022-31773;14/12/2022;3423
13845919;27217337;FT-2023-70287;11/04/2023;2819
13846118;86310323;FT-2022-27886;01/03/2022;1104
13851805;27217337;FT-2023-29059;01/04/2023;2788
13856732;27340242;;05/07/2024;1237
13860328;90207612;;12/01/2023;4242
13874287;30385407;FT-2020-35781;10/05/2020;441
13878251;80719056;FT-2024-02569;18/06/2024;1411
13883791;48999068;FT-2022-58032;11/04/2022;532
13886924;58152692;FT-2023-54978;17/12/2023;4967
13889539;88982604;FT-2021-69070;17/09/2021;3249
13894379;56420181;FT-2021-86627;07/01/2021;3210
13901406;96153355;FT-2024-87369;19/11/2024;2393
13901796;85864633;FT-2023-64517;26/10/2023;4031
13902869;78872020;FT-2023-48417;31/01/2023;3174
13919614;35188125;;30/03/2022;692
13922354;11773759;FT-2024-07151;04/05/2024;989
13923786;92092257;FT-2020-54802;23/09/2020;5317
13933024;89220300;FT-2023-61553;10/08/2023;4080
13934863;18931734;FT-2022-01874;23/05/2022;4698
13937806;95951434;FT-2024-86574;10/11/2024;3139
13938326;10810014;FT-2022-44781;29/03/2022;4205
13941472;84993097;FT-2022-54864;13/09/2022;3495
13944909;96706632;FT-2020-01151;21/10/2020;4345
13963128;82696084;;01/08/2022;3274
13966322;13559591;FT-2024-01466;29/01/2024;971
13978048;86880294;;11/01/2022;5400
13979286;62635602;FT-2022-05545;04/12/2022;1991
13986033;69959961;;08/01/2021;3161
13986478;61267644;FT-2023-60634;09/01/2023;308
13988523;81893953;FT-2021-92768;24/07/2021;1142
13995264;10649340;;26/04/2022;3878
13997436;82602925;;04/08/2023;799
14009120;76518378;FT-2023-76208;16/07/2023;1892
14009144;18833183;FT-2026-35812;28/02/2026;683
14009770;64493392;FT-2025-03526;06/03/2025;3331
14018760;81265728;FT-2021-94638;28/04/2021;2731
14020163;18970649;FT-2023-77778;01/06/2023;2551
14020549;60313928;FT-2020-21047;19/07/2020;1520
14021785;23422849;FT-2022-54482;10/10/2022;1512
14024006;47939859;FT-2023-31687;26/01/2023;4367
14032282;62141202;;07/12/2021;605
14033533;76036698;FT-2022-28495;28/06/2022;1689
14034961;14328986;FT-2023-14668;01/02/2023;3219
14036721;20102760;;24/07/2025;2379
14036986;94587149;FT-2023-79909;21/02/2023;1089
14041180;25390226;FT-2022-51771;05/09/2022;1732
14049039;51721562;FT-2021-20870;23/11/2021;1069
14050134;12975997;FT-2023-48372;12/04/2023;2846
14058674;83454019;FT-2023-44116;17/12/2023;3251
14058763;81590518;FT-2021-69057;12/10/2021;2901
14067639;85134074;FT-2021-56343;25/08/2021;3171
14073797;59030438;;09/03/2021;4068
14075812;65904610;FT-2021-82968;10/04/2021;3072
14090106;77488689;FT-2024-89984;10/12/2024;4296
14092334;90503455;FT-2023-02589;14/06/2023;2085
14095634;39594523;FT-2022-27038;10/04/2022;5104
14098951;53495412;FT-2021-74428;30/12/2021;4826
14106607;86776006;;23/02/2023;1067
14109109;13595442;FT-2023-15289;10/07/2023;1452
14109684;91579039;FT-2022-25864;06/09/2022;2933
14112287;87496903;FT-2022-47673;30/10/2022;889
14114300;61017397;FT-2023-91580;14/11/2023;924
14121172;37745750;FT-2023-99335;07/11/2023;4207
14122940;68313237;FT-2020-70763;16/12/2020;5132
14134187;81733157;;21/03/2022;5584
14135622;91131765;FT-2023-85359;15/09/2023;2918
14139262;30599604;FT-2023-34706;17/08/2023;1708
14140250;64662897;FT-2022-21337;03/10/2022;2762
14151129;52527505;;01/09/2024;3519
14160577;66603098;FT-2020-51162;23/09/2020;4355
14160656;87527071;FT-2023-15193;18/01/2023;2625
14164211;29158912;FT-2024-18102;17/11/2024;396
14164481;53779507;FT-2025-87276;02/04/2025;601
14166783;15717532;FT-2022-11678;07/08/2022;4208
14170112;48115223;FT-2023-12648;30/01/2023;3673
14171425;12504290;FT-2022-54204;09/08/2022;5404
14172043;28439763;FT-2021-43164;29/05/2021;4714
14175997;54477250;FT-2025-15681;25/12/2025;2280
14178858;42735712;FT-2024-87567;07/09/2024;1666
14180975;69582819;FT-2020-82047;22/08/2020;4576
14183530;72999466;FT-2023-94124;31/03/2023;2202
14185200;19567333;FT-2021-81856;11/09/2021;531
14185339;33167781;FT-2023-31579;25/06/2023;3266
14191359;91685054;FT-2023-39415;16/04/2023;3230
14193013;33777296;FT-2024-83309;07/11/2024;1846
14207992;43538922;FT-2021-73256;26/10/2021;4679
14215806;40302853;FT-2022-30652;09/05/2022;1166
14219984;82602925;FT-2023-31038;19/07/2023;666
14220299;60409370;FT-2023-99672;09/02/2023;2798
14220744;22513412;FT-2024-11464;29/04/2024;2794
14224781;51475398;FT-2022-23853;12/01/2022;5340
14228417;46675254;FT-2023-48053;05/11/2023;614
14233949;84192676;FT-2023-33909;24/05/2023;4204
14240307;97268193;FT-2021-75694;24/11/2021;2119
14244445;15045050;;04/11/2022;3059
14246765;96515902;FT-2024-89044;01/08/2024;2994
14248984;74742312;FT-2022-57171;10/10/2022;5210
14249761;38635834;FT-2022-93034;15/10/2022;2590
14250256;77086041;FT-2023-24630;05/08/2023;3162
14260135;78627036;FT-2022-55125;01/06/2022;386
14263353;85842824;FT-2021-98419;13/12/2021;3239
14278403;32823052;;07/07/2023;4392
14285875;20306831;FT-2025-85154;01/03/2025;4918
14289039;38107056;FT-2020-80871;04/11/2020;3914
14295245;11343390;FT-2025-07175;24/03/2025;3093
14296946;68344566;FT-2022-41163;27/05/2022;3664
14300690;47849531;FT-2022-68301;03/04/2022;3063
14308022;24762538;FT-2022-87806;19/07/2022;5344
14316502;72934497;FT-2023-86668;10/02/2023;4704
14320282;96707760;FT-2023-32269;29/06/2023;2374
14323352;83103241;FT-2025-90246;06/05/2025;1699
14324581;46062290;FT-2021-90040;05/01/2021;2873
14330048;95628843;FT-2021-69289;08/04/2021;2051
14331419;43190368;FT-2020-28462;08/10/2020;4530
14335036;59864300;;14/12/2025;1481
14336666;19832210;FT-2021-57804;09/10/2021;1838
14344237;11269804;FT-2023-56664;30/07/2023;1680
14364604;89211625;FT-2023-66265;08/04/2023;6929
14369847;12975997;FT-2023-68456;01/09/2023;3034
14373248;94601726;FT-2022-43203;21/09/2022;2873
14387831;42265278;FT-2022-53990;31/07/2022;1117
14397430;48999068;FT-2022-30503;01/08/2022;734
14398201;38555809;FT-2024-60692;07/02/2024;5141
14398526;61556740;;04/02/2023;2707
14408520;23717306;FT-2022-62633;27/10/2022;3533
14409799;17155587;FT-2021-63920;20/02/2021;1030
14416279;23678864;FT-2024-37922;21/07/2024;3349
14417132;88498084;FT-2021-42050;15/08/2021;4412
14420045;33023467;;18/07/2023;2577
14423077;49064847;;03/08/2025;5014
14447656;11923315;FT-2021-27079;20/10/2021;4991
14452945;74320317;FT-2021-59325;03/10/2021;4045
14460297;46465333;FT-2023-56551;28/11/2023;538
14469669;61522047;;19/02/2023;5434
14475682;20220317;FT-2022-17390;01/08/2022;2743
14490979;63433249;FT-2021-89273;07/09/2021;3669
14491789;82031369;FT-2023-84969;24/11/2023;2112
14493636;31997856;;07/03/2024;1371
14494510;67967246;FT-2022-32231;24/05/2022;5688
14496606;93483586;FT-2022-30960;23/09/2022;3699
14497626;91472373;FT-2024-35540;27/11/2024;2642
14504731;28770332;FT-2024-44913;29/06/2024;2564
14509771;43520622;FT-2024-30486;23/11/2024;1904
14515107;43312797;FT-2024-87888;13/02/2024;1403
14518118;35848689;FT-2022-19005;02/12/2022;799
14518140;48041917;FT-2022-21330;12/04/2022;2908
14526226;30138825;FT-2023-13116;03/07/2023;4349
14528028;13230888;FT-2020-83736;22/10/2020;1832
14533052;36050801;;26/02/2026;3344
14534960;43610944;FT-2022-58022;28/02/2022;5480
14543227;65942298;FT-2021-22444;03/08/2021;3803
14543593;70787010;FT-2023-10496;12/05/2023;3779
14544913;30895217;FT-2024-71410;11/07/2024;1510
14553673;83387805;FT-2022-37902;17/02/2022;2263
14556647;25819956;FT-2020-34052;20/04/2020;717
14557139;40459692;FT-2022-47255;22/01/2022;2121
14557743;35082611;FT-2021-25340;19/10/2021;2025
14563568;43718444;FT-2022-82183;12/05/2022;4682
14576251;17926609;FT-2023-42731;15/05/2023;3068
14578823;60344694;FT-2024-92985;30/03/2024;2572
14579880;86764973;;05/05/2025;644
14582279;35999966;;29/04/2022;2128
14586387;31621833;FT-2023-20968;02/06/2023;4276
14596349;91149216;FT-2023-39039;04/10/2023;1410
14598026;51661237;FT-2024-16140;07/06/2024;5612
14598535;88621078;FT-2020-25369;11/12/2020;4762
14605301;50263558;FT-2022-32756;06/03/2022;1920
14607770;33423216;FT-2022-63747;16/03/2022;2278
14617230;44324451;FT-2021-90013;19/08/2021;5039
14621122;59081700;;17/09/2022;1025
14629010;54948562;FT-2024-99379;02/06/2024;3708
14637406;94546156;FT-2025-62844;19/07/2025;1758
14641448;17992164;FT-2024-81744;03/09/2024;2528
14652145;62023589;;06/12/2022;3856
14653367;71607626;;24/10/2023;3815
14657668;54449835;FT-2023-93155;13/11/2023;4778
14667445;94440458;FT-2026-35689;15/01/2026;3696
14670675;65426221;FT-2026-08133;03/02/2026;1635
14671519;48820151;FT-2023-22813;17/06/2023;4977
14675432;30360816;FT-2023-21728;04/05/2023;2288
14680534;18927396;FT-2021-30545;28/08/2021;4160
14700239;35241056;;12/11/2023;4161
14704115;95238600;FT-2022-14892;25/09/2022;4202
14704621;15922941;FT-2021-74180;31/08/2021;5226
14705033;28563520;FT-2020-41801;27/09/2020;925
14711013;21123590;;25/04/2023;507
14714939;52597927;FT-2020-86292;29/09/2020;2909
14717116;33557702;;30/05/2025;4840
14718475;38557498;;26/01/2022;3452
14722224;51961560;FT-2026-80268;26/01/2026;4611
14726070;82459715;FT-2024-68641;29/05/2024;1143
14733908;99830941;FT-2022-59696;17/10/2022;4213
14734249;28762099;FT-2021-25024;25/03/2021;829
14735758;43256238;;19/06/2023;780
14749942;69696641;;26/09/2024;2801
14750646;52797302;FT-2024-69680;31/01/2024;3108
14751121;97092951;FT-2025-88962;11/05/2025;5145
14752878;58433913;FT-2024-19523;04/04/2024;2841
14755419;97882815;;10/01/2023;1139
14768644;43437518;FT-2025-69005;04/01/2025;2962
14774573;71977317;FT-2023-39699;04/05/2023;759
14779225;53124345;FT-2022-10443;09/12/2022;1652
14780209;76024161;FT-2022-88075;07/04/2022;4608
14784451;16903311;FT-2021-73559;19/07/2021;5229
14789805;56484427;FT-2023-23897;01/01/2023;3845
14797321;49567844;FT-2024-97428;30/10/2024;3174
14797744;67451048;;14/04/2023;1803
14799102;94639756;;15/04/2021;4211
14799786;96153355;FT-2024-32775;19/03/2024;1958
