NUMERO;DATA;IMPONIBILE;IVA;TOTALE
FT-2020-34586;10/07/2020;4798.77;1055.73;5854.50
FT-2020-34641;24/08/2020;8405.45;1849.20;10254.65
FT-2020-34651;02/11/2020;4815.84;1059.48;5875.32
FT-2020-34677;23/10/2020;2519.62;554.32;3073.94
FT-2020-34757;20/07/2020;1146.99;252.34;1399.33
FT-2020-34791;05/12/2020;10458.29;2300.82;12759.11
FT-2020-34797;02/05/2020;2837.72;624.30;3462.02
FT-2020-35070;03/09/2020;8821.82;1940.80;10762.62
FT-2020-35125;09/11/2020;5183.46;1140.36;6323.82
FT-2020-35152;17/09/2020;3059.57;673.11;3732.68
FT-2020-35247;06/08/2020;3085.95;678.91;3764.86
FT-2020-35695;12/05/2020;1775.48;390.61;2166.09
FT-2020-35781;18/05/2020;1022.10;224.86;1246.96
FT-2020-35784;01/01/2021;6325.71;1391.66;7717.37
FT-2020-35859;28/08/2020;1920.45;422.50;2342.95
FT-2020-35977;19/10/2020;1738.82;382.54;2121.36
FT-2020-36038;14/10/2020;1837.90;404.34;2242.24
FT-2020-36092;27/12/2020;10648.95;2342.77;12991.72
FT-2020-36300;28/07/2020;9062.75;1993.81;11056.56
FT-2020-36319;03/11/2020;3366.27;740.58;4106.85
FT-2020-36631;14/05/2020;11139.73;2450.74;13590.47
FT-2020-36766;02/06/2020;1503.83;330.84;1834.67
FT-2020-36881;03/08/2020;10034.06;2207.49;12241.55
FT-2020-37027;11/11/2020;4290.22;943.85;5234.07
FT-2020-37082;17/11/2020;8885.42;1954.79;10840.21
FT-2020-37089;01/10/2020;15086.78;3319.09;18405.87
FT-2020-37235;06/08/2020;4322.29;950.90;5273.19
FT-2020-37241;24/10/2020;4868.09;1070.98;5939.07
FT-2020-37327;04/03/2020;771.97;169.83;941.80
FT-2020-37372;26/11/2020;5398.73;1187.72;6586.45
FT-2020-37452;29/11/2020;1698.60;373.69;2072.29
FT-2020-37507;18/08/2020;9001.40;1980.31;10981.71
FT-2020-37793;16/07/2020;2906.19;639.36;3545.55
FT-2020-37845;05/11/2020;14072.05;3095.85;17167.90
FT-2020-37912;16/08/2020;5183.78;1140.43;6324.21
FT-2020-37968;21/09/2020;5129.30;1128.45;6257.75
FT-2020-37987;19/12/2020;13974.66;3074.43;17049.09
FT-2020-38030;06/12/2020;7687.18;1691.18;9378.36
FT-2020-38133;05/09/2020;7983.95;1756.47;9740.42
FT-2020-38137;04/08/2020;7246.30;1594.19;8840.49
FT-2020-38525;17/05/2020;10623.52;2337.17;12960.69
FT-2020-38532;07/03/2020;11529.30;2536.45;14065.75
FT-2020-38573;25/10/2020;3812.01;838.64;4650.65
FT-2020-38615;09/06/2020;5312.86;1168.83;6481.69
FT-2020-38775;04/06/2020;1720.71;378.56;2099.27
FT-2020-38843;06/01/2021;1295.48;285.01;1580.49
FT-2020-38975;11/06/2020;9882.76;2174.21;12056.97
FT-2020-39019;01/01/2021;6533.87;1437.45;7971.32
FT-2020-39020;01/05/2020;10965.73;2412.46;13378.19
FT-2020-39033;27/07/2020;13414.27;2951.14;16365.41
FT-2020-39132;16/05/2020;6557.64;1442.68;8000.32
FT-2020-39158;21/11/2020;4032.93;887.24;4920.17
FT-2020-39237;07/06/2020;3772.24;829.89;4602.13
FT-2020-39357;03/12/2020;4000.44;880.10;4880.54
FT-2020-39371;24/09/2020;1541.61;339.15;1880.76
FT-2020-39437;12/12/2020;3471.49;763.73;4235.22
FT-2020-39467;24/08/2020;2277.95;501.15;2779.10
FT-2020-39493;13/03/2020;10681.38;2349.90;13031.28
FT-2020-39658;06/12/2020;3591.17;790.06;4381.23
FT-2020-39685;09/05/2020;4356.30;958.39;5314.69
FT-2020-39734;02/11/2020;9375.83;2062.68;11438.51
FT-2020-39788;29/11/2020;1659.31;365.05;2024.36
FT-2020-39847;07/05/2020;8441.01;1857.02;10298.03
FT-2020-39861;07/10/2020;9544.95;2099.89;11644.84
FT-2020-39933;25/12/2020;11203.64;2464.80;13668.44
FT-2020-40050;08/02/2020;7157.71;1574.70;8732.41
FT-2020-40056;24/08/2020;3572.27;785.90;4358.17
FT-2020-40125;25/11/2020;12764.80;2808.26;15573.06
FT-2020-40152;01/10/2020;1629.05;358.39;1987.44
FT-2020-40155;22/11/2020;7630.37;1678.68;9309.05
FT-2020-40200;09/10/2020;7378.39;1623.25;9001.64
FT-2020-40264;18/11/2020;4720.86;1038.59;5759.45
FT-2020-40266;04/09/2020;13687.80;3011.32;16699.12
FT-2020-40312;21/09/2020;3893.01;856.46;4749.47
FT-2020-40396;06/07/2020;1016.99;223.74;1240.73
FT-2020-40575;01/01/2021;9034.78;1987.65;11022.43
FT-2020-40726;09/12/2020;3607.99;793.76;4401.75
FT-2020-40734;26/06/2020;1249.81;274.96;1524.77
FT-2020-40760;05/08/2020;5154.67;1134.03;6288.70
FT-2020-40830;30/05/2020;469.42;103.27;572.69
FT-2020-40863;27/11/2020;6739.06;1482.59;8221.65
FT-2020-41005;09/01/2021;6996.88;1539.31;8536.19
FT-2020-41007;04/10/2020;4850.67;1067.15;5917.82
FT-2020-41023;25/11/2020;5274.38;1160.36;6434.74
FT-2020-41035;04/12/2020;11158.31;2454.83;13613.14
FT-2020-41045;24/12/2020;1476.94;324.93;1801.87
FT-2020-41180;03/01/2021;3039.82;668.76;3708.58
FT-2020-41228;01/04/2020;1478.65;325.30;1803.95
FT-2020-41280;11/10/2020;2253.40;495.75;2749.15
FT-2020-41381;03/05/2020;5493.74;1208.62;6702.36
FT-2020-41508;11/08/2020;5950.56;1309.12;7259.68
FT-2020-41625;21/04/2020;8909.15;1960.01;10869.16
FT-2020-41661;13/11/2020;3590.05;789.81;4379.86
FT-2020-41739;18/08/2020;12998.06;2859.57;15857.63
FT-2020-41801;07/10/2020;2075.64;456.64;2532.28
FT-2020-41856;28/07/2020;1808.15;397.79;2205.94
FT-2020-41913;26/04/2020;2995.62;659.04;3654.66
FT-2020-41956;15/03/2020;1580.60;347.73;1928.33
FT-2020-42016;11/08/2020;8985.90;1976.90;10962.80
FT-2020-42019;05/07/2020;6467.12;1422.77;7889.89
FT-2020-42051;01/12/2020;5662.96;1245.85;6908.81
FT-2020-42168;29/11/2020;1045.86;230.09;1275.95
FT-2020-42187;10/09/2020;2498.60;549.69;3048.29
FT-2020-42303;12/10/2020;7242.15;1593.27;8835.42
FT-2020-42551;05/06/2020;2433.85;535.45;2969.30
FT-2020-42583;26/07/2020;6298.84;1385.74;7684.58
FT-2020-42609;14/09/2020;2254.23;495.93;2750.16
FT-2020-42632;20/09/2020;6197.81;1363.52;7561.33
FT-2020-42651;04/11/2020;11662.45;2565.74;14228.19
FT-2020-42678;13/12/2020;10236.83;2252.10;12488.93
FT-2020-42748;03/10/2020;14641.21;3221.07;17862.28
FT-2020-42868;24/11/2020;5225.96;1149.71;6375.67
FT-2020-43019;17/09/2020;8171.28;1797.68;9968.96
FT-2020-43023;21/09/2020;4029.94;886.59;4916.53
FT-2020-43244;14/10/2020;6358.21;1398.81;7757.02
FT-2020-43245;24/09/2020;4246.51;934.23;5180.74
FT-2020-43335;18/11/2020;9295.53;2045.02;11340.55
FT-2020-43341;21/08/2020;8541.73;1879.18;10420.91
FT-2020-43344;25/06/2020;3160.55;695.32;3855.87
FT-2020-43620;18/06/2020;2863.47;629.96;3493.43
FT-2020-43647;26/01/2020;443.39;97.55;540.94
FT-2020-43684;24/08/2020;1718.12;377.99;2096.11
FT-2020-43694;26/10/2020;2431.26;534.88;2966.14
FT-2020-43765;06/08/2020;8695.23;1912.95;10608.18
FT-2020-43880;22/04/2020;2442.97;537.45;2980.42
FT-2020-43910;30/12/2020;6474.17;1424.32;7898.49
FT-2020-44115;31/12/2020;15209.34;3346.05;18555.39
FT-2020-44217;27/02/2020;4597.09;1011.36;5608.45
FT-2020-44248;17/05/2020;7393.07;1626.48;9019.55
FT-2020-44290;26/05/2020;4373.62;962.20;5335.82
FT-2020-44305;30/11/2020;3486.03;766.93;4252.96
FT-2020-44431;10/10/2020;8639.30;1900.65;10539.95
FT-2020-44573;25/12/2020;4355.48;958.21;5313.69
FT-2020-44814;20/12/2020;6767.99;1488.96;8256.95
FT-2020-44831;18/08/2020;3932.26;865.10;4797.36
FT-2020-44880;28/10/2020;1492.43;328.33;1820.76
FT-2020-44997;11/08/2020;13731.21;3020.87;16752.08
FT-2020-45099;07/08/2020;2488.15;547.39;3035.54
FT-2020-45106;12/03/2020;12313.09;2708.88;15021.97
FT-2020-45116;30/11/2020;1130.60;248.73;1379.33
FT-2020-45313;09/09/2020;11573.74;2546.22;14119.96
FT-2020-45375;10/06/2020;6817.26;1499.80;8317.06
FT-2020-45460;06/10/2020;8984.45;1976.58;10961.03
FT-2020-45695;09/10/2020;3542.38;779.32;4321.70
FT-2020-45744;21/08/2020;4487.22;987.19;5474.41
FT-2020-45815;29/12/2020;10680.48;2349.71;13030.19
FT-2020-45855;30/09/2020;4410.51;970.31;5380.82
FT-2020-45930;13/10/2020;1834.09;403.50;2237.59
FT-2020-46008;16/09/2020;9638.59;2120.49;11759.08
FT-2020-46156;28/11/2020;6527.33;1436.01;7963.34
FT-2020-46239;07/09/2020;3663.94;806.07;4470.01
FT-2020-46338;05/04/2020;2672.51;587.95;3260.46
FT-2020-46413;15/12/2020;5985.63;1316.84;7302.47
FT-2020-46415;30/03/2020;5943.03;1307.47;7250.50
FT-2020-46479;23/03/2020;7230.49;1590.71;8821.20
FT-2020-46491;12/04/2020;12113.03;2664.87;14777.90
FT-2020-46552;13/09/2020;6241.38;1373.10;7614.48
FT-2020-46559;21/07/2020;4248.06;934.57;5182.63
FT-2020-46622;06/10/2020;3587.40;789.23;4376.63
FT-2020-46673;04/11/2020;7968.91;1753.16;9722.07
FT-2020-46697;14/10/2020;11050.50;2431.11;13481.61
FT-2020-46699;06/01/2021;1733.06;381.27;2114.33
FT-2020-46796;25/07/2020;5152.72;1133.60;6286.32
FT-2020-46863;08/08/2020;2658.18;584.80;3242.98
FT-2020-46937;06/08/2020;2206.32;485.39;2691.71
FT-2020-46941;20/12/2020;1273.57;280.19;1553.76
FT-2020-46970;26/05/2020;2642.95;581.45;3224.40
FT-2020-47152;17/12/2020;5931.30;1304.89;7236.19
FT-2020-47498;19/04/2020;3426.17;753.76;4179.93
FT-2020-47517;30/12/2020;4144.78;911.85;5056.63
FT-2020-47547;27/12/2020;3511.26;772.48;4283.74
FT-2020-47686;11/12/2020;3931.13;864.85;4795.98
FT-2020-47758;18/12/2020;6473.20;1424.10;7897.30
FT-2020-47768;04/12/2020;6351.53;1397.34;7748.87
FT-2020-47821;06/05/2020;11806.50;2597.43;14403.93
FT-2020-47834;19/10/2020;3814.82;839.26;4654.08
FT-2020-47961;11/02/2020;14299.65;3145.92;17445.57
FT-2020-47973;25/06/2020;1566.13;344.55;1910.68
FT-2020-48099;14/07/2020;6884.81;1514.66;8399.47
FT-2020-48138;05/11/2020;13094.95;2880.89;15975.84
FT-2020-48234;01/08/2020;1197.00;263.34;1460.34
FT-2020-48300;08/10/2020;244.09;53.70;297.79
FT-2020-48382;05/11/2020;7332.29;1613.10;8945.39
FT-2020-48429;23/07/2020;12614.49;2775.19;15389.68
FT-2020-48707;23/12/2020;13157.05;2894.55;16051.60
FT-2020-48786;01/06/2020;6034.96;1327.69;7362.65
FT-2020-48803;03/05/2020;5833.45;1283.36;7116.81
FT-2020-48844;27/11/2020;5610.33;1234.27;6844.60
FT-2020-48911;02/10/2020;4200.52;924.11;5124.63
FT-2020-49135;16/11/2020;8395.37;1846.98;10242.35
FT-2020-49159;10/12/2020;5347.30;1176.41;6523.71
FT-2020-49175;13/12/2020;7542.77;1659.41;9202.18
FT-2020-49225;28/04/2020;2476.19;544.76;3020.95
FT-2020-49283;07/04/2020;5071.78;1115.79;6187.57
FT-2020-49366;11/09/2020;7050.03;1551.01;8601.04
FT-2020-49381;25/07/2020;2395.10;526.92;2922.02
FT-2020-49466;09/11/2020;2698.35;593.64;3291.99
FT-2020-49468;02/05/2020;11233.61;2471.39;13705.00
FT-2020-49569;25/05/2020;11468.53;2523.08;13991.61
FT-2020-49693;27/11/2020;2849.99;627.00;3476.99
FT-2020-49695;27/11/2020;7923.31;1743.13;9666.44
FT-2020-49720;11/09/2020;1749.79;384.95;2134.74
FT-2020-49794;14/12/2020;696.07;153.14;849.21
FT-2020-49828;12/11/2020;8922.65;1962.98;10885.63
FT-2020-49835;25/12/2020;781.88;172.01;953.89
FT-2020-49898;29/07/2020;4086.82;899.10;4985.92
FT-2020-49912;07/02/2020;6814.60;1499.21;8313.81
FT-2020-49932;08/07/2020;5458.40;1200.85;6659.25
FT-2020-50098;09/06/2020;3533.73;777.42;4311.15
FT-2020-50238;29/08/2020;1854.94;408.09;2263.03
FT-2020-50373;02/08/2020;1023.49;225.17;1248.66
FT-2020-50424;18/12/2020;5872.30;1291.91;7164.21
FT-2020-50540;03/10/2020;3076.75;676.88;3753.63
FT-2020-50596;29/09/2020;1069.53;235.30;1304.83
FT-2020-50690;06/11/2020;8744.62;1923.82;10668.44
FT-2020-50781;19/12/2020;10180.07;2239.62;12419.69
FT-2020-50973;23/12/2020;14693.70;3232.61;17926.31
FT-2020-51144;24/12/2020;5312.48;1168.75;6481.23
FT-2020-51162;02/10/2020;10309.46;2268.08;12577.54
FT-2020-51195;23/12/2020;8115.92;1785.50;9901.42
FT-2020-51836;02/06/2020;4774.99;1050.50;5825.49
FT-2020-51851;26/10/2020;3588.78;789.53;4378.31
FT-2020-51853;11/05/2020;6882.95;1514.25;8397.20
FT-2020-51896;29/09/2020;6243.31;1373.53;7616.84
FT-2020-51964;25/10/2020;5835.12;1283.73;7118.85
FT-2020-51977;25/05/2020;1443.70;317.61;1761.31
FT-2020-52118;05/12/2020;3387.72;745.30;4133.02
FT-2020-52261;22/08/2020;2247.22;494.39;2741.61
FT-2020-52277;19/05/2020;2610.94;574.41;3185.35
FT-2020-52288;06/11/2020;5174.44;1138.38;6312.82
FT-2020-52333;21/12/2020;8899.01;1957.78;10856.79
FT-2020-52535;02/09/2020;3198.20;703.60;3901.80
FT-2020-52586;22/06/2020;4549.76;1000.95;5550.71
FT-2020-52711;10/06/2020;12933.99;2845.48;15779.47
FT-2020-52716;21/09/2020;1375.10;302.52;1677.62
FT-2020-52723;07/07/2020;7344.42;1615.77;8960.19
FT-2020-52729;05/09/2020;6365.61;1400.43;7766.04
FT-2020-52789;30/12/2020;9830.14;2162.63;11992.77
FT-2020-52800;13/12/2020;13105.05;2883.11;15988.16
FT-2020-52805;19/11/2020;2856.75;628.49;3485.24
FT-2020-52907;19/07/2020;11652.75;2563.61;14216.36
FT-2020-52925;06/10/2020;5612.39;1234.73;6847.12
FT-2020-52994;08/04/2020;1324.72;291.44;1616.16
FT-2020-53022;08/11/2020;2141.94;471.23;2613.17
FT-2020-53153;25/06/2020;1302.51;286.55;1589.06
FT-2020-53172;25/08/2020;5265.51;1158.41;6423.92
FT-2020-53177;30/11/2020;7032.72;1547.20;8579.92
FT-2020-53183;31/10/2020;2233.33;491.33;2724.66
FT-2020-53289;04/10/2020;6686.72;1471.08;8157.80
FT-2020-53299;22/10/2020;4410.02;970.20;5380.22
FT-2020-53410;20/06/2020;1591.44;350.12;1941.56
FT-2020-53546;23/04/2020;691.74;152.18;843.92
FT-2020-53627;21/10/2020;4137.67;910.29;5047.96
FT-2020-53650;11/10/2020;8946.24;1968.17;10914.41
FT-2020-53740;28/05/2020;12427.09;2733.96;15161.05
FT-2020-53750;24/02/2020;13066.93;2874.72;15941.65
FT-2020-53809;29/10/2020;14316.19;3149.56;17465.75
FT-2020-53986;10/11/2020;1364.02;300.08;1664.10
FT-2020-54006;27/07/2020;8636.52;1900.03;10536.55
FT-2020-54258;03/08/2020;1534.88;337.67;1872.55
FT-2020-54325;07/09/2020;8066.86;1774.71;9841.57
FT-2020-54447;07/12/2020;1353.69;297.81;1651.50
FT-2020-54552;04/07/2020;14602.19;3212.48;17814.67
FT-2020-54606;08/11/2020;3035.65;667.84;3703.49
FT-2020-54802;28/09/2020;5392.48;1186.35;6578.83
FT-2020-55055;04/12/2020;3035.57;667.83;3703.40
FT-2020-55073;20/09/2020;2769.92;609.38;3379.30
FT-2020-55315;28/04/2020;6696.84;1473.30;8170.14
FT-2020-55404;23/10/2020;2278.55;501.28;2779.83
FT-2020-55519;31/08/2020;1392.91;306.44;1699.35
FT-2020-55568;10/08/2020;4361.67;959.57;5321.24
FT-2020-55656;04/11/2020;8728.89;1920.36;10649.25
FT-2020-55723;28/08/2020;11354.62;2498.02;13852.64
FT-2020-55779;14/10/2020;11930.01;2624.60;14554.61
FT-2020-55909;27/07/2020;1526.59;335.85;1862.44
FT-2020-56063;21/10/2020;9874.27;2172.34;12046.61
FT-2020-56078;13/10/2020;5575.43;1226.59;6802.02
FT-2020-56086;17/11/2020;3480.55;765.72;4246.27
FT-2020-56133;29/10/2020;6108.94;1343.97;7452.91
FT-2020-56252;23/12/2020;1565.33;344.37;1909.70
FT-2020-56819;21/12/2020;6047.82;1330.52;7378.34
FT-2020-56962;26/05/2020;12168.85;2677.15;14846.00
FT-2020-57077;28/03/2020;881.83;194.00;1075.83
FT-2020-57153;28/07/2020;1810.12;398.23;2208.35
FT-2020-57268;13/09/2020;3109.86;684.17;3794.03
FT-2020-57274;30/12/2020;2375.94;522.71;2898.65
FT-2020-57313;16/04/2020;10133.46;2229.36;12362.82
FT-2020-57456;04/12/2020;11683.26;2570.32;14253.58
FT-2020-57540;06/10/2020;7445.85;1638.09;9083.94
FT-2020-57721;13/11/2020;7149.92;1572.98;8722.90
FT-2020-57750;29/10/2020;5376.40;1182.81;6559.21
FT-2020-57886;05/11/2020;4981.36;1095.90;6077.26
FT-2020-57899;02/12/2020;5680.37;1249.68;6930.05
FT-2020-57980;29/11/2020;6756.49;1486.43;8242.92
FT-2020-58013;25/10/2020;6038.14;1328.39;7366.53
FT-2020-58016;20/10/2020;7953.57;1749.79;9703.36
FT-2020-58113;23/06/2020;9891.57;2176.15;12067.72
FT-2020-58137;04/01/2021;6229.11;1370.40;7599.51
FT-2020-58229;25/09/2020;3498.11;769.58;4267.69
FT-2020-58241;11/09/2020;2232.65;491.18;2723.83
FT-2020-58810;31/07/2020;12480.81;2745.78;15226.59
FT-2020-58913;08/11/2020;11635.75;2559.87;14195.62
FT-2020-59084;23/12/2020;3195.43;702.99;3898.42
FT-2020-59089;20/12/2020;9183.43;2020.35;11203.78
FT-2020-59103;31/12/2020;9603.28;2112.72;11716.00
FT-2020-59260;20/08/2020;5857.46;1288.64;7146.10
FT-2020-59286;24/11/2020;1427.95;314.15;1742.10
FT-2020-59590;25/12/2020;3992.12;878.27;4870.39
FT-2020-59602;21/09/2020;9505.62;2091.24;11596.86
FT-2020-59677;17/12/2020;7783.61;1712.39;9496.00
FT-2020-59738;20/11/2020;3315.27;729.36;4044.63
FT-2020-59842;05/12/2020;3956.86;870.51;4827.37
FT-2020-59864;28/02/2020;6593.34;1450.53;8043.87
FT-2020-59970;07/07/2020;4780.17;1051.64;5831.81
FT-2020-60152;10/12/2020;9989.59;2197.71;12187.30
FT-2020-60469;18/10/2020;1465.70;322.45;1788.15
FT-2020-60513;14/10/2020;11762.80;2587.82;14350.62
FT-2020-60565;23/05/2020;4369.89;961.38;5331.27
FT-2020-60590;29/02/2020;3933.85;865.45;4799.30
FT-2020-60691;07/09/2020;6187.46;1361.24;7548.70
FT-2020-60859;09/06/2020;7004.51;1540.99;8545.50
FT-2020-60930;28/09/2020;12545.28;2759.96;15305.24
FT-2020-61022;28/09/2020;2247.15;494.37;2741.52
FT-2020-61135;25/09/2020;3656.86;804.51;4461.37
FT-2020-61344;20/10/2020;8462.01;1861.64;10323.65
FT-2020-61358;24/06/2020;6191.91;1362.22;7554.13
FT-2020-61410;21/11/2020;2608.54;573.88;3182.42
FT-2020-61528;16/11/2020;11088.14;2439.39;13527.53
FT-2020-61577;06/09/2020;4429.79;974.55;5404.34
FT-2020-61614;02/11/2020;5237.41;1152.23;6389.64
FT-2020-61695;18/12/2020;14225.89;3129.70;17355.59
FT-2020-61738;05/06/2020;1176.94;258.93;1435.87
FT-2020-61763;01/10/2020;9037.50;1988.25;11025.75
FT-2020-61870;01/12/2020;2569.68;565.33;3135.01
FT-2020-61888;18/03/2020;4083.38;898.34;4981.72
FT-2020-61983;01/01/2021;12165.15;2676.33;14841.48
FT-2020-62025;08/10/2020;10289.80;2263.76;12553.56
FT-2020-62032;21/12/2020;792.12;174.27;966.39
FT-2020-62130;18/10/2020;5657.10;1244.56;6901.66
FT-2020-62193;11/10/2020;5247.57;1154.47;6402.04
FT-2020-62229;17/09/2020;4320.37;950.48;5270.85
FT-2020-62240;29/10/2020;1601.06;352.23;1953.29
FT-2020-62241;05/10/2020;574.39;126.37;700.76
FT-2020-62243;21/07/2020;698.94;153.77;852.71
FT-2020-62343;24/03/2020;2131.23;468.87;2600.10
FT-2020-62492;21/08/2020;3828.62;842.30;4670.92
FT-2020-62565;11/08/2020;5862.94;1289.85;7152.79
FT-2020-62666;21/02/2020;3486.39;767.01;4253.40
FT-2020-62743;02/06/2020;7296.35;1605.20;8901.55
FT-2020-62769;01/11/2020;618.90;136.16;755.06
FT-2020-62808;30/11/2020;11992.69;2638.39;14631.08
FT-2020-62862;26/04/2020;3156.85;694.51;3851.36
FT-2020-63194;21/05/2020;695.97;153.11;849.08
FT-2020-63242;01/05/2020;8495.68;1869.05;10364.73
FT-2020-63368;05/09/2020;4092.82;900.42;4993.24
FT-2020-63610;06/06/2020;2129.16;468.42;2597.58
FT-2020-63620;09/04/2020;445.42;97.99;543.41
FT-2020-63695;16/09/2020;11752.39;2585.53;14337.92
FT-2020-63810;24/12/2020;2134.94;469.69;2604.63
FT-2020-63966;20/08/2020;3359.17;739.02;4098.19
FT-2020-63971;29/11/2020;2824.92;621.48;3446.40
FT-2020-64053;18/04/2020;12394.43;2726.77;15121.20
FT-2020-64075;25/09/2020;2007.76;441.71;2449.47
FT-2020-64155;25/06/2020;11668.39;2567.05;14235.44
FT-2020-64270;10/10/2020;10840.24;2384.85;13225.09
FT-2020-64357;11/08/2020;1633.43;359.35;1992.78
FT-2020-64372;21/06/2020;4134.89;909.68;5044.57
FT-2020-64515;01/03/2020;5977.78;1315.11;7292.89
FT-2020-64788;21/05/2020;3431.66;754.97;4186.63
FT-2020-65039;29/10/2020;3620.52;796.51;4417.03
FT-2020-65074;26/10/2020;942.14;207.27;1149.41
FT-2020-65250;12/07/2020;6964.71;1532.24;8496.95
FT-2020-65368;31/12/2020;4766.28;1048.58;5814.86
FT-2020-65551;14/10/2020;2591.60;570.15;3161.75
FT-2020-65592;02/11/2020;4084.45;898.58;4983.03
FT-2020-65636;05/12/2020;7008.24;1541.81;8550.05
FT-2020-65857;31/12/2020;2196.07;483.14;2679.21
FT-2020-65939;05/12/2020;7721.00;1698.62;9419.62
FT-2020-65959;06/12/2020;5622.35;1236.92;6859.27
FT-2020-66008;15/05/2020;3619.95;796.39;4416.34
FT-2020-66043;04/12/2020;12360.05;2719.21;15079.26
FT-2020-66172;21/06/2020;5537.89;1218.34;6756.23
FT-2020-66195;07/12/2020;3215.09;707.32;3922.41
FT-2020-66211;29/07/2020;12876.16;2832.76;15708.92
FT-2020-66457;30/11/2020;15038.97;3308.57;18347.54
FT-2020-66582;13/12/2020;8137.48;1790.25;9927.73
FT-2020-66586;02/06/2020;473.53;104.18;577.71
FT-2020-66631;22/08/2020;3595.21;790.95;4386.16
FT-2020-66725;12/11/2020;4234.11;931.50;5165.61
FT-2020-66758;05/10/2020;2223.27;489.12;2712.39
FT-2020-66810;23/08/2020;7064.74;1554.24;8618.98
FT-2020-66864;25/04/2020;4626.47;1017.82;5644.29
FT-2020-67026;21/05/2020;1591.84;350.20;1942.04
FT-2020-67050;08/09/2020;5403.19;1188.70;6591.89
FT-2020-67063;21/10/2020;4015.12;883.33;4898.45
FT-2020-67066;26/03/2020;5083.03;1118.27;6201.30
FT-2020-67127;02/09/2020;11540.06;2538.81;14078.87
FT-2020-67259;31/05/2020;9203.11;2024.68;11227.79
FT-2020-67262;30/11/2020;3923.95;863.27;4787.22
FT-2020-67392;03/12/2020;10299.08;2265.80;12564.88
FT-2020-67412;18/12/2020;5596.02;1231.12;6827.14
FT-2020-67622;23/07/2020;7208.62;1585.90;8794.52
FT-2020-67696;07/06/2020;1174.36;258.36;1432.72
FT-2020-67713;18/09/2020;5973.22;1314.11;7287.33
FT-2020-67834;16/07/2020;2130.75;468.76;2599.51
FT-2020-67863;28/11/2020;11096.40;2441.21;13537.61
FT-2020-68164;29/08/2020;1147.60;252.47;1400.07
FT-2020-68344;13/12/2020;1153.28;253.72;1407.00
FT-2020-68369;31/07/2020;4421.84;972.80;5394.64
FT-2020-68420;23/10/2020;8789.54;1933.70;10723.24
FT-2020-68484;16/07/2020;4766.93;1048.72;5815.65
FT-2020-68485;05/01/2021;3343.28;735.52;4078.80
FT-2020-68514;20/06/2020;7033.97;1547.47;8581.44
FT-2020-68622;17/07/2020;3755.90;826.30;4582.20
FT-2020-68661;03/07/2020;6661.42;1465.51;8126.93
FT-2020-68862;30/10/2020;2830.22;622.65;3452.87
FT-2020-68898;08/10/2020;3278.49;721.27;3999.76
FT-2020-69028;11/07/2020;1169.29;257.24;1426.53
FT-2020-69057;22/12/2020;11260.16;2477.24;13737.40
FT-2020-69099;21/09/2020;3648.25;802.62;4450.87
FT-2020-69120;18/06/2020;755.65;166.24;921.89
FT-2020-69161;23/08/2020;6673.77;1468.23;8142.00
FT-2020-69179;13/11/2020;1045.43;229.99;1275.42
FT-2020-69381;02/10/2020;4458.20;980.80;5439.00
FT-2020-69398;19/12/2020;3683.57;810.39;4493.96
FT-2020-69404;05/10/2020;4998.86;1099.75;6098.61
FT-2020-69426;27/06/2020;2047.99;450.56;2498.55
FT-2020-69578;02/07/2020;5713.51;1256.97;6970.48
FT-2020-69632;19/04/2020;6271.57;1379.75;7651.32
FT-2020-69687;29/04/2020;2017.12;443.77;2460.89
FT-2020-69808;23/08/2020;2850.76;627.17;3477.93
FT-2020-69993;04/04/2020;7847.12;1726.37;9573.49
FT-2020-70141;11/08/2020;2234.77;491.65;2726.42
FT-2020-70753;06/12/2020;5557.96;1222.75;6780.71
FT-2020-70754;30/07/2020;1321.52;290.73;1612.25
FT-2020-70763;22/12/2020;13870.64;3051.54;16922.18
FT-2020-71024;08/09/2020;14489.34;3187.65;17676.99
FT-2020-71071;25/03/2020;1425.32;313.57;1738.89
FT-2020-71173;01/07/2020;13462.10;2961.66;16423.76
FT-2020-71312;05/05/2020;433.52;95.37;528.89
FT-2020-71321;13/03/2020;9378.22;2063.21;11441.43
FT-2020-71418;27/11/2020;7677.27;1689.00;9366.27
FT-2020-71457;01/10/2020;3996.14;879.15;4875.29
FT-2020-71554;16/12/2020;2391.58;526.15;2917.73
FT-2020-71708;16/10/2020;4711.21;1036.47;5747.68
FT-2020-71828;29/04/2020;1169.49;257.29;1426.78
FT-2020-71936;10/10/2020;2680.26;589.66;3269.92
FT-2020-71944;03/10/2020;12973.70;2854.21;15827.91
FT-2020-71960;27/11/2020;3371.39;741.71;4113.10
FT-2020-72131;06/08/2020;6050.12;1331.03;7381.15
FT-2020-72157;20/12/2020;16428.89;3614.36;20043.25
FT-2020-72193;05/12/2020;7577.54;1667.06;9244.60
FT-2020-72289;31/12/2020;1474.39;324.37;1798.76
FT-2020-72322;02/08/2020;5393.37;1186.54;6579.91
FT-2020-72411;07/06/2020;2468.22;543.01;3011.23
FT-2020-72428;16/05/2020;6274.39;1380.37;7654.76
FT-2020-72465;09/11/2020;12298.98;2705.78;15004.76
FT-2020-72552;31/07/2020;6851.13;1507.25;8358.38
